#separator:tab
#html:true
#guid column:1
#notetype column:2
#deck column:3
#tags column:15
A2[|!w(%MQ	JPCARDS	LEP::P001	farce	8f4e1a2b	1	noun		/fɑːs/		A ridiculous situation or event; especially a comedy based on unlikely situations	Terry &amp; June was a suburban farce	The meeting turned into a complete farce	The whole situation became an absolute farce	duplicate
dDlQ<$~i[(	JPCARDS	LEP::EP0938	swashbuckling	uuid-placeholder-32	uid-placeholder-32	adjective		 /ˈswɒʃˌbʌklɪŋ/		engaging in daring and romantic adventures with bravado or flamboyance.	They could do something in the genre of the biblical epic, like the way they did a genre of the kind of swashbuckling mediaeval adventure.	He was a swashbuckling hero.	The film is a swashbuckling adventure.	duplicate
"y-O|<p#Z#>"	JPCARDS	LEP::EP0938	satire	uuid-placeholder-34	uid-placeholder-34	noun		 /ˈsætaɪə/		the use of humor, irony, exaggeration, or ridicule to expose and criticize people's stupidity or vices.	If there's any satire in it, it's about the way that people misunderstand the teachings of Jesus.	The show is a brilliant satire on the world of politics.	His book is a biting satire of the fashion industry.	duplicate
q;b!LpQb|C	JPCARDS	LEP::EP0938	plonk	uuid-placeholder-37	uid-placeholder-37	verb	informal	 /plɒŋk/		to set down heavily or carelessly.	Just take an average number of humans and plonk them somewhere, the same things will start to happen.	He plonked the heavy bags on the floor.	She plonked herself down on the sofa.	duplicate
s2P;>aNZ4H	JPCARDS	LEP::EP0938	bureaucracy	uuid-placeholder-40	uid-placeholder-40	noun		 /bjʊəˈrɒkrəsi/		a system of government or administration with many complicated rules and procedures.	Bureaucracy is taking over the world.	I had to deal with a lot of bureaucracy to get my visa.	It's crucifixion as bureaucracy. It's admin basically.	duplicate
FDz8x[inWz	JPCARDS	LEP::EP0938	blasphemy	uuid-placeholder-46	uid-placeholder-46	noun		 /ˈblæsfəmi/		behavior or language that is offensive to God or religion.	Some people were scared of blasphemy, because in those days, you could be prosecuted for it.	He was accused of blasphemy.	In some countries, blasphemy is a serious crime.	duplicate
raBpg^so4X	JPCARDS	LEP::EP0938	collateral	uuid-placeholder-48	uid-placeholder-48	noun		 /kəˈlætərəl/		property or something valuable that you promise to give to someone if you cannot pay back money that you borrow.	He did like put up his house as collateral against the project.	He used his car as collateral for the loan.	The bank required collateral for the business loan.	duplicate
es}i>QB`DW	JPCARDS	LEP::EP0938	juxtaposition	uuid-placeholder-50	uid-placeholder-50	noun		 /ˌʤʌkstəpəˈzɪʃən/		the fact of two things being seen or placed close together with contrasting effect.	The jokes would be more effective because the juxtaposition is more...	The juxtaposition of the old and new buildings was striking.	The film's power comes from the juxtaposition of comedy and tragedy.	duplicate
j3i|,tn=.o	JPCARDS	LEP::EP0938	hone	uuid-placeholder-51	uid-placeholder-51	verb		 /həʊn/		to make something perfect or completely suitable for its purpose.	They went and stayed in Barbados, all together, staying in the same house for two weeks to really hone the script.	She honed her skills as a public speaker.	He has been honing his technique for years.	duplicate
eM?WKAi6(>	JPCARDS	LEP::EP0938	neurotic	uuid-placeholder-53	uid-placeholder-53	adjective		 /njʊəˈrɒtɪk/		behaving strangely or in an anxious way, often because you are mentally ill.	I think in the hands of someone more neurotic, juggling all that, could have been a bit of a nightmare.	He's a neurotic and obsessive character.	She's neurotic about cleanliness.	duplicate
"Oh#CJVX*GL"	JPCARDS	LEP::EP0938	glib	uuid-placeholder-54	uid-placeholder-54	adjective		 /glɪb/		(of words or a person speaking) fluent and voluble but insincere and shallow.	It looks like it's all very loose and just sort of trivial and glib.	He gave a glib answer to a serious question.	I was put off by his glib sales talk.	duplicate
c@BEPM[K2$	JPCARDS	LEP::EP0938	graft	uuid-placeholder-55	uid-placeholder-55	noun	British informal	 /grɑːft/		hard work.	To make good comedy does require a lot of graft.	It takes a lot of graft to build a successful business.	She's not afraid of a bit of hard graft.	duplicate
s2(pgPL1%D	JPCARDS	LEP::EP0938	indispensable	uuid-placeholder-56	uid-placeholder-56	adjective		 /ˌɪndɪˈspensəbl/		so good or important that you could not manage without it; essential.	Which ones do you think are the most indispensable?	A good dictionary is indispensable for learning a language.	He made himself indispensable to the company.	duplicate
mr=TO|L;PN	JPCARDS	LEP::EP0938	collude	uuid-placeholder-58	uid-placeholder-58	verb		 /kəˈluːd/		to act together through a secret understanding, especially with evil or harmful intent.	Just to say that we don't collude.	The companies were accused of colluding to fix prices.	They colluded with the enemy.	duplicate
K(>@CCb5^5	JPCARDS	LEP::EP0938	strident	uuid-placeholder-60	uid-placeholder-60	adjective		 /ˈstraɪdnt/		expressing or expressed in an unpleasantly forceful way.	He has a certain self-assuredness and a strident nature to him.	She is a strident critic of the government.	His strident tone made it difficult to have a conversation.	duplicate
H8ONF,&jHo	JPCARDS	LEP::EP0938	livelihood	uuid-placeholder-64	uid-placeholder-64	noun		 /ˈlaɪvlihʊd/		a means of earning money in order to live.	Jesus took away his livelihood, basically.	Fishing is the main livelihood for many people in the village.	The new factory will provide livelihoods for hundreds of people.	duplicate
tq3svwdVxo	JPCARDS	LEP::EP0938	subvert	uuid-placeholder-65	uid-placeholder-65	verb		 /səbˈvɜːt/		to try to destroy or damage something, especially an established political system or a belief.	Irony, just taking something and subverting it.	They were accused of trying to subvert the government.	The film subverts the conventions of the romantic comedy genre.	duplicate
eS@UbCcuSt	JPCARDS	LEP::EP0938	earnest	uuid-placeholder-66	uid-placeholder-66	adjective		 /ˈɜːnɪst/		serious and determined, especially too serious and unable to find your own actions funny.	He's just like a sort of fairly earnest member of the People's Front of Judea.	He was a very earnest young man.	She made an earnest attempt to solve the problem.	duplicate
K+%Uz~,AYn	JPCARDS	LEP::EP0938	wretched	uuid-placeholder-67	uid-placeholder-67	adjective		 /ˈreʧɪd/		in a very unhappy or unfortunate state.	Brian's on the floor, feeling wretched.	I felt wretched after failing the exam.	The refugees were living in wretched conditions.	duplicate
"sSjG#eGy8K"	JPCARDS	LEP::EP0938	tormentor	uuid-placeholder-68	uid-placeholder-68	noun		 /tɔːˈmentə/		a person who inflicts severe mental or physical suffering on someone.	Loving your tormentors as well, isn't it?	He finally stood up to his tormentors.	The prisoners were treated cruelly by their tormentors.	duplicate
za<>$gM[h!	JPCARDS	LEP::EP0938	pompous	uuid-placeholder-71	uid-placeholder-71	adjective		 /ˈpɒmpəs/		feeling that you are more important than other people, and showing this by being very formal and serious.	He's so pompous.	He's a pompous old man who's always talking about his achievements.	I found his speech to be rather pompous.	duplicate
J*&p+41z5S	JPCARDS	LEP::EP0938	charisma	uuid-placeholder-72	uid-placeholder-72	noun		 /kəˈrɪzmə/		a special power that some people have naturally that makes them able to influence other people and attract their attention and admiration.	He sort of plays the man with the least charisma that you can imagine.	He has a lot of charisma and is a natural leader.	The actor's charisma made him a star.	duplicate
rc[q.FpM?2	JPCARDS	LEP::EP0938	innocuous	uuid-placeholder-76	uid-placeholder-76	adjective		 /ɪˈnɒkjuəs/		not harmful or offensive.	Something completely innocuous.	It seemed like an innocuous comment, but she was offended.	The snake was completely innocuous.	duplicate
H8Tf4wr9R@	JPCARDS	LEP::EP0938	haggling	uuid-placeholder-77	uid-placeholder-77	verb	gerund	 /ˈhæglɪŋ/		arguing about the price of something in an attempt to make the seller lower it.	There's the haggling scene.	We spent a long time haggling over the price of the car.	I'm not very good at haggling.	duplicate
CL5LHCCX1j	JPCARDS	LEP::EP0938	grotesque	uuid-placeholder-78	uid-placeholder-78	adjective		 /grəʊˈtesk/		strange and unpleasant, especially in a silly or slightly frightening way.	He tends to play these very grotesque characters, doesn't he?	The film was full of grotesque images.	He made a grotesque face.	duplicate
Q7^+71dgF5	JPCARDS	LEP::EP0938	absurd	uuid-placeholder-79	uid-placeholder-79	adjective		 /əbˈsɜːd/		stupid and unreasonable, or silly in a humorous way.	It's so unbelievably absurd.	The whole situation is absurd.	That's an absurd suggestion.	duplicate
y8UZqhKP|i	JPCARDS	LEP::EP0938	disown	uuid-placeholder-81	uid-placeholder-81	verb		 /dɪsˈəʊn/		to make it known that you no longer have any connection with someone that you were closely connected with.	She storms off and sort of disowns him.	His parents threatened to disown him if he married her.	She was disowned by her family for her choices.	duplicate
rK`Su1e<sy	JPCARDS	LEP::EP0938	pathos	uuid-placeholder-82	uid-placeholder-82	noun		 /ˈpeɪθɒs/		a quality in a situation or in a work of art that makes you feel sadness and pity.	It's a powerful mix of pathos and comedy.	The play is full of pathos and humor.	There's a great deal of pathos in his performance.	duplicate
J<EPCo(a_l	JPCARDS	LEP::EP0938	frivolous	uuid-placeholder-83	uid-placeholder-83	adjective		 /ˈfrɪvələs/		behaving in a silly way and not taking anything seriously; not serious or important.	It's sort of frivolous.	I feel like doing something completely frivolous today.	They waste their money on frivolous things.	duplicate
B@?qa4[@AT	JPCARDS	LEP::EP0938	understated	uuid-placeholder-84	uid-placeholder-84	adjective		 /ˌʌndəˈsteɪtɪd/		not trying to attract attention or impress people.	It can't be understated how much of an achievement it is.	He's very elegant in an understated way.	The room was decorated in an understated style.	duplicate
rY])j&.1W5	JPCARDS	LEP::EP0938	profundity	uuid-placeholder-85	uid-placeholder-85	noun		 /prəˈfʌndəti/		the quality of showing a clear and deep understanding of serious matters.	It's that ability to make a funny joke and make a serious point with profundity.	The book is full of profundity and wisdom.	She spoke with great profundity about the meaning of life.	duplicate
M-u?{HHp&+	JPCARDS	LEP::EP0938	nuance	uuid-placeholder-88	uid-placeholder-88	noun		 /ˈnjuːɑːns/		a very slight difference in appearance, meaning, sound, etc.	If you're gonna play a straight character with a bit of nuance to it...	The painter has managed to capture every nuance of the woman's expression.	He was aware of the nuances in her voice.	duplicate
t:f@e~;}DY	JPCARDS	LEP::EP0938	surmise	uuid-placeholder-89	uid-placeholder-89	verb		 /səˈmaɪz/		to guess something, without having much or any proof.	They might have surmised perhaps he doesn't quite have the range that we've got.	I surmised that he was not a native speaker.	From the look on her face, I surmised that she was angry.	duplicate
c?C<$:xFr,	JPCARDS	LEP::EP0938	solidarity	uuid-placeholder-94	uid-placeholder-94	noun		 /ˌsɒlɪˈdærəti/		agreement between and support for the members of a group, especially a political group.	A wonderful show of solidarity.	The workers showed solidarity with their colleagues who had been fired.	There was a demonstration to show solidarity with the victims.	duplicate
lq40?zr)c4	JPCARDS	LEP::EP0938	martyr	uuid-placeholder-97	uid-placeholder-97	noun		 /ˈmɑːtə/		a person who suffers very much or is killed because of their religious or political beliefs.	Dying as a martyr.	She fought for her beliefs and died a martyr.	He was seen as a martyr for the cause.	duplicate
y;f`Hm@K*M	JPCARDS	LEP::EP0938	counterproductive	uuid-placeholder-100	uid-placeholder-100	adjective		 /ˌkaʊntəprəˈdʌktɪv/		having the opposite of the desired effect.	It has that completely counterproductive effect.	Banning the book was counterproductive; it just made more people want to read it.	His efforts to help were actually counterproductive.	duplicate
t8>G<5mv-X	JPCARDS	LEP::EP0938	lax	uuid-placeholder-102	uid-placeholder-102	adjective		 /læks/		not severe or careful enough.	The application of the law against that thing is a little bit lax.	The security at the airport was very lax.	He has a lax attitude to his work.	duplicate
DSMquLM([n	JPCARDS	LEP::EP0938	jaywalk	uuid-placeholder-103	uid-placeholder-103	verb		 /ˈdʒeɪwɔːk/		to walk across a street at a place where it is not allowed or without taking care to avoid the traffic.	Groups of people defiantly jaywalking.	It's dangerous to jaywalk on this busy road.	He was fined for jaywalking.	duplicate
bsArZ&}C+!	JPCARDS	LEP::EP0938	ramble	uuid-placeholder-104	uid-placeholder-104	verb		 /ˈræmbl/		to talk or write about something for a long time in a way that is boring, annoying, or confusing.	Well, Anthony, we've rambled.	He tends to ramble on about his favorite subject.	Sorry, I'm rambling. Let's get back to the point.	duplicate
F^l;Mu]/gh	JPCARDS	LEP::EP0937	can't stand	uuid-placeholder-2	uid-placeholder-2	idiom		 /kɑːnt stænd/		to strongly dislike someone or something.	What's a food you loved as a kid but can't stand now?	I can't stand the way he talks to his mother.	She can't stand watching horror films.	duplicate
pJ<nhXLAy>	JPCARDS	LEP::EP0937	irrational	uuid-placeholder-3	uid-placeholder-3	adjective		 /ɪˈræʃənl/		not based on reason or clear thinking.	What's your most irrational daily habit?	Biting the corners of my fingers is a pretty irrational daily habit.	He has an irrational fear of spiders.	duplicate
j4UG&7pRTR	JPCARDS	LEP::EP0937	trapdoor	uuid-placeholder-5	uid-placeholder-5	noun		 /ˈtræpdɔː(r)/		a door in a floor, ceiling, or roof.	You find a hidden trapdoor in your flat. Do you open it?	The smugglers escaped through a trapdoor in the cellar.	There's a trapdoor here.	duplicate
gi?]yHlj>p	JPCARDS	LEP::EP0937	sentient	uuid-placeholder-6	uid-placeholder-6	adjective		 /ˈsenʃnt/		able to experience feelings; conscious.	If your podcast episodes became sentient, what sort of personalities would they have?	It is probably going to become sentient in the next five or six minutes.	Some people believe that animals are sentient beings.	duplicate
m`i@OYS:HO	JPCARDS	LEP::EP0937	autobiography	uuid-placeholder-7	uid-placeholder-7	noun		 /ˌɔːtəbaɪˈɒgrəfi/		a book about a person's life, written by that person.	What would your autobiography be called if it had to be named after a common English phrase?	He has just published his autobiography.	It's a fascinating autobiography of a famous actor.	duplicate
xT[+U[E|f)	JPCARDS	LEP::EP0937	dangle	uuid-placeholder-11	uid-placeholder-11	verb		 /ˈdæŋgl/		to hang or swing loosely; to offer something attractive to someone to persuade them to do something.<br><br>balancear	I'm going to dangle that all the way over at the end of the episode.	A single light bulb dangled from the ceiling.	The company dangled the prospect of a promotion in front of him.	duplicate
dk46Xpk^.+	JPCARDS	LEP::EP0937	housekeeping	uuid-placeholder-15	uid-placeholder-15	noun		 /ˈhaʊskiːpɪŋ/		management of a house and home affairs; tasks that need to be done to keep something in order.	I need to do some housekeeping on the podcast, some general podcast admin.	Let's deal with a few housekeeping items before we start the meeting.	Her housekeeping skills were not very good.	duplicate
F&h~[E&5yc	JPCARDS	LEP::EP0937	hydrated	uuid-placeholder-16	uid-placeholder-16	adjective		 /ˈhaɪdreɪtɪd/		having absorbed enough water or other liquid.	I'm trying to make sure I stay hydrated.	It's important to stay hydrated in hot weather.	Drink your water and stay hydrated.	duplicate
D9;hbx2|,&	JPCARDS	LEP::EP0937	anonymous	uuid-placeholder-18	uid-placeholder-18	adjective		 /əˈnɒnɪməs/		(of a person) not identified by name; of unknown name.	I'm going to just keep these sort of anonymous, basically.	The donation was made by an anonymous benefactor.	She received an anonymous letter.	duplicate
G`+emO|s.s	JPCARDS	LEP::EP0937	glug	uuid-placeholder-19	uid-placeholder-19	verb		 /glʌg/		to drink something in large mouthfuls, making a sound in your throat.	...referring to the way that I glug glug glug the water directly from the bottle.	He was glugging beer from the bottle.	She glugged down the entire glass of water.	duplicate
q?w=rgbk<)	JPCARDS	LEP::EP0937	frank	uuid-placeholder-20	uid-placeholder-20	adjective		 /fræŋk/		open, honest, and direct in speech or writing, especially when dealing with unpalatable matters.	I just got to be very frank with you.	To be frank, I don't think your work is very good.	She gave me her frank opinion.	duplicate
r42?Cm}>3Q	JPCARDS	LEP::EP0937	diplomatic	uuid-placeholder-21	uid-placeholder-21	adjective		 /ˌdɪpləˈmætɪk/		having or showing an ability to deal with people in a sensitive and effective way.	It's a slightly more diplomatic way of putting it.	You could use chat GPT to help you be more diplomatic.	He gave a very diplomatic answer to the journalist's question.	duplicate
xwTKdzVM:!	JPCARDS	LEP::EP0937	sort that out	uuid-placeholder-24	uid-placeholder-24	phrasal verb		 /sɔːt ðæt aʊt/		to deal with a problem or organize something successfully.	Okay, I'm going to have to sort that out.	We need to sort out our finances.	Can you sort out the arrangements for the meeting?	duplicate
A:w!)xZaKF	JPCARDS	LEP::EP0937	insulate	uuid-placeholder-27	uid-placeholder-27	verb		 /ˈɪnsjəleɪt/		to protect something by interposing material that prevents the loss of heat or the intrusion of sound.	This handle really helps to sort of insulate your fingers from the heat.	You can insulate a house against heat loss by having the windows double-glazed.	The room was insulated against the noise from the street.	duplicate
A4E1p3E|T-	JPCARDS	LEP::EP0937	endeavour	uuid-placeholder-28	uid-placeholder-28	verb	formal	 /ɪnˈdevə(r)/		to try hard to do or achieve something.	I will endeavour to use a different receptacle for my water in future.	Engineers are endeavouring to locate the source of the problem.	We must endeavour to live in peace with our neighbours.	duplicate
"iWyD-6u#wl"	JPCARDS	LEP::EP0937	receptacle	uuid-placeholder-29	uid-placeholder-29	noun	formal	 /rɪˈseptəkl/		a container used for holding or storing things.	I will endeavour to use a different receptacle for my water in future.	Please place all recyclable materials in the correct receptacle.	A bin is a receptacle for rubbish.	duplicate
i?xZSW4)Qj	JPCARDS	LEP::EP0937	stakeholder	uuid-placeholder-35	uid-placeholder-35	noun		 /ˈsteɪkhəʊldə(r)/		a person with an interest or concern in something, especially a business.	Check out LEP premium if you'd like to be a stakeholder in Luke's English podcast.	All stakeholders were consulted before the decision was made.	Employees are important stakeholders in the success of the company.	duplicate marked
"D+5#xoyGU8"	JPCARDS	LEP::EP0937	merchandise	uuid-placeholder-36	uid-placeholder-36	noun		 /ˈmɜːtʃəndaɪs/		goods that are bought and sold; goods connected with a particular film, pop group, event, etc.	I mentioned the mug before, but there's I've got some new merch in my stores.	The shop sells a range of official band merchandise.	An official piece of LEP merchandise like that.	duplicate
p(eA;hvi^`	JPCARDS	LEP::EP0937	minimalist	uuid-placeholder-37	uid-placeholder-37	adjective		 /ˈmɪnɪməlɪst/		using a simple style with only the most basic and necessary elements.	...a Japanese artwork minimalist kind of graffiti type thing.	She prefers a minimalist style of decoration.	The room was furnished in a minimalist way.	duplicate
H/u,WJzzlz	JPCARDS	LEP::EP0937	promo	uuid-placeholder-38	uid-placeholder-38	noun	informal	 /ˈprəʊməʊ/		a short film or piece of music that is used to advertise a product, film, etc.	A bit of promo for myself there.	They're running a special promo for the new album.	I saw a promo for the new series on TV.	duplicate
A0avX)P,5,	JPCARDS	LEP::EP0937	spontaneous	uuid-placeholder-43	uid-placeholder-43	adjective		 /spɒnˈteɪniəs/		happening or done in a natural, often sudden way, without any planning or encouragement.	I just want to keep this spontaneous, see what kind of English emerges.	We had a spontaneous party last night.	Her comments were completely spontaneous.	duplicate
M*$0__(P.8	JPCARDS	LEP::EP0937	reflective	uuid-placeholder-44	uid-placeholder-44	adjective		 /rɪˈflektɪv/		involving or characterized by deep thought; thoughtful.	...designed to generate some spontaneous reflective and hopefully quite amusing rambling.	She was in a reflective mood.	The book is a reflective look at his life and career.	duplicate
LDr+dojc=8	JPCARDS	LEP::EP0937	amusing	uuid-placeholder-45	uid-placeholder-45	adjective		 /əˈmjuːzɪŋ/		entertaining and funny.	...generate some spontaneous reflective and hopefully quite amusing rambling.	He told us an amusing story about his childhood.	I found the film very amusing.	duplicate
i[o~T2z[~a	JPCARDS	LEP::EP0937	lighthearted	uuid-placeholder-48	uid-placeholder-48	adjective		 /ˈlaɪthɑːtɪd/		amusing and not serious.	It's also supposed to help me create a lighthearted, chatty rambling episode.	The film is a lighthearted romantic comedy.	Let's keep the discussion lighthearted.	duplicate
g8Ivv{,aZi	JPCARDS	LEP::EP0937	slip into	uuid-placeholder-50	uid-placeholder-50	phrasal verb		 /slɪp ˈɪntuː/		to gradually start to be in a bad state or situation; to put on a piece of clothing easily or quickly.	Naturally, I do slip into teacher mode.	The country was slipping into recession.	She slipped into her favorite dress.	duplicate
Ki?j?v|0bQ	JPCARDS	LEP::EP0937	momentous	uuid-placeholder-54	uid-placeholder-54	adjective		 /məˈmentəs/		very important because of effects on future events.	On one sort of momentous afternoon, I pulled all the posters down.	It was a momentous decision.	The fall of the Berlin Wall was a momentous event.	duplicate
B>=O3v77fH	JPCARDS	LEP::EP0937	baggage	uuid-placeholder-55	uid-placeholder-55	noun	uncountable	 /ˈbægɪdʒ/		the beliefs and attitudes that somebody has as a result of their past experiences.	I had to kind of get rid of all that baggage from my teenage years.	We all have emotional baggage from our past.	He comes with a lot of baggage from his previous marriage.	duplicate
/1tCi7nlH	JPCARDS	LEP::EP0937	borderline	uuid-placeholder-56	uid-placeholder-56	adjective/adverb		 /ˈbɔːdəlaɪn/		on the edge of a category; not clearly one thing or another.	It's kind of like borderline racist by today's standards.	His comments were borderline offensive.	She has a borderline personality disorder.	duplicate
p__Xl,`f,3	JPCARDS	LEP::EP0937	linguist	uuid-placeholder-59	uid-placeholder-59	noun		 /ˈlɪŋgwɪst/		a person who studies languages or linguistics.	David Crystal is a linguist.	She is a talented linguist, fluent in five languages.	He works as a linguist for the government.	duplicate
i`*|WB}MH^	JPCARDS	LEP::EP0937	memoir	uuid-placeholder-60	uid-placeholder-60	noun		 /ˈmemwɑː(r)/		a written account in which someone describes past experiences.	It's a clever name for a memoir.	He has written a memoir of his time in the army.	The book is a moving memoir of her childhood.	duplicate
b1{}r@5fBv	JPCARDS	LEP::EP0937	slurping	uuid-placeholder-61	uid-placeholder-61	verb	gerund	 /ˈslɜːpɪŋ/		drinking or eating something with a loud sucking noise.	Someone is drinking their tea and slurping from their cup.	He was slurping his soup.	Stop slurping your drink!	duplicate
N?vgpiMAz*	JPCARDS	LEP::EP0937	prospect	uuid-placeholder-62	uid-placeholder-62	noun		 /ˈprɒspekt/		the possibility or likelihood of some future event occurring.	I used to get so excited about the prospect of going to McDonald's.	There is no prospect of a peace settlement.	The prospect of a long, hot summer is very appealing.	duplicate
f*a4wFLL=)	JPCARDS	LEP::EP0937	polystyrene	uuid-placeholder-63	uid-placeholder-63	noun		 /ˌpɒliˈstaɪriːn/		a light, artificial substance used to make containers that prevent heat loss.	The burger would be given to you in a polystyrene box.	The coffee came in a polystyrene cup.	Polystyrene is not biodegradable.	duplicate
DDKh;2&:.S	JPCARDS	LEP::EP0937	make a beeline for	uuid-placeholder-64	uid-placeholder-64	idiom		 /meɪk ə ˈbiːlaɪn fɔː(r)/		to go directly and quickly towards someone or something.	And you make a beeline for it and sure enough, that is the section with all the toys.	As soon as he entered the party, he made a beeline for the food table.	The children made a beeline for the swimming pool.	duplicate
lS}yP0zhVq	JPCARDS	LEP::EP0937	melee	uuid-placeholder-65	uid-placeholder-65	noun		 /ˈmeleɪ/		a large, noisy, and confusing fight or crowd.	We're all riding into battle against each other into some horrendous melee.	Several people were injured in the melee.	The police tried to break up the melee.	duplicate
CPS<Hb+0xx	JPCARDS	LEP::EP0937	trample	uuid-placeholder-66	uid-placeholder-66	verb		 /ˈtræmpl/		to step heavily on something or someone, causing damage or injury.	...an extremely powerful beast that could trample all my enemies under foot.	Don't trample on the flowers!	Several people were trampled in the rush to escape.	duplicate
u`B9(w!FK5	JPCARDS	LEP::EP0937	triumphant	uuid-placeholder-67	uid-placeholder-67	adjective		 /traɪˈʌmfənt/		having won a battle or contest; victorious.	That is how English is going to end up being triumphant.	The triumphant team returned home with the trophy.	She made a triumphant return to the stage.	duplicate
w,pg1}jq[3	JPCARDS	LEP::EP0937	lie in	uuid-placeholder-68	uid-placeholder-68	noun	British	 /ˈlaɪ ɪn/		a time when you stay in bed longer than usual in the morning.	I've had a reasonable lie in.	I like to have a lie in on Sundays.	That's the thing about having a lie in, isn't it?	duplicate
eE+`~M[)M/	JPCARDS	LEP::EP0937	benevolent	uuid-placeholder-72	uid-placeholder-72	adjective		 /bəˈnevələnt/		kind, helpful, and generous.	I want to show everyone that I am a generous, benevolent king.	He was a benevolent old man and wouldn't hurt a fly.	A benevolent uncle paid for her education.	duplicate
m4X+<=&%[%	JPCARDS	LEP::EP0937	demographic	uuid-placeholder-80	uid-placeholder-80	noun		 /ˌdeməˈgræfɪk/		a particular sector of a population.	You seem to be right bang in the middle of the demographic that would like them.	The film is aimed at a young demographic.	This demographic is a key market for our products.	duplicate
C4e?_)iS*@	JPCARDS	LEP::EP0937	bland	uuid-placeholder-81	uid-placeholder-81	adjective		 /blænd/		lacking strong features or characteristics and therefore uninteresting.	I just find the music to be a little on the bland side.	The food was rather bland.	He has a very bland personality.	duplicate
ek)|*~rcwc	JPCARDS	LEP::EP0937	insipid	uuid-placeholder-82	uid-placeholder-82	adjective		 /ɪnˈsɪpɪd/		lacking flavor; lacking vigor or interest.	Maybe a little insipid.	The soup was insipid.	It was an insipid performance from the team.	duplicate
BdQ~jo:sBZ	JPCARDS	LEP::EP0937	carefree	uuid-placeholder-85	uid-placeholder-85	adjective		 /ˈkeəfriː/		free from anxiety or responsibility.	Riding around on a bike in a carefree manner.	He had a carefree childhood.	I wish I could be as carefree as you.	duplicate
imiaO-LLwK	JPCARDS	LEP::EP0937	commodity	uuid-placeholder-89	uid-placeholder-89	noun		 /kəˈmɒdəti/		a raw material or primary agricultural product that can be bought and sold; a useful or valuable thing.	Our attention is now a commodity which they can monetise.	Time is a precious commodity.	Oil is a valuable commodity.	duplicate
"f9#ziA`}jf"	JPCARDS	LEP::EP0937	dopamine	uuid-placeholder-91	uid-placeholder-91	noun		 /ˈdəʊpəmiːn/		a compound present in the body as a neurotransmitter and a precursor of other substances including adrenaline.	I'll reward you with little bits of dopamine or whatever.	Exercise can increase dopamine levels in the brain.	Dopamine is associated with feelings of pleasure and reward.	duplicate
Ir3w5EK(8E	JPCARDS	LEP::EP0937	old-fashioned	uuid-placeholder-93	uid-placeholder-93	adjective		 /ˌəʊld ˈfæʃənd/		not modern; belonging to or typical of a time in the past.	I sound like I'm kind of old-fashioned saying these things.	He has some very old-fashioned ideas.	She was wearing an old-fashioned dress.	duplicate
oGmzA$=i[}	JPCARDS	LEP::EP0937	compulsive	uuid-placeholder-97	uid-placeholder-97	adjective		 /kəmˈpʌlsɪv/		(of behavior) difficult to stop or control.	Do you have any irrational daily habits, compulsive habits like that?	He's a compulsive gambler.	She has a compulsive need to clean.	duplicate
iiQ_GZo`][	JPCARDS	LEP::EP0937	dairy	uuid-placeholder-98	uid-placeholder-98	noun		 /ˈdeəri/		food made from milk, such as cream, butter, and cheese.	They would probably assume that I love dairy.	I'm trying to cut down on dairy products.	She has a dairy allergy.	duplicate
Dzp)*{QWy+	JPCARDS	LEP::EP0937	well-being	uuid-placeholder-99	uid-placeholder-99	noun		 /ˌwel ˈbiːɪŋ/		the state of being comfortable, healthy, or happy.	You might assume that I don't care about the well-being of animals.	The company is concerned about the well-being of its employees.	Physical and mental well-being are closely linked.	duplicate
"dQ1NSTf#;5"	JPCARDS	LEP::EP0937	phenomenon	uuid-placeholder-102	uid-placeholder-102	noun		 /fəˈnɒmɪnən/		a fact or situation that is observed to exist or happen, especially one whose cause or explanation is in question.	...the phenomenon of compulsively making podcast episodes.	Gravity is a natural phenomenon.	The book is a cultural phenomenon.	duplicate
w,;^!D|jjd	JPCARDS	LEP::EP0937	peck	uuid-placeholder-105	uid-placeholder-105	verb		 /pek/		(of a bird) to strike or bite something with its beak.	All it needs to do is peck me in the head once and I'm dead.	The chickens were pecking at the corn.	She gave him a quick peck on the cheek.	duplicate
c5JQYELLYO	JPCARDS	LEP::EP0937	dreadful	uuid-placeholder-107	uid-placeholder-107	adjective		 /ˈdredfl/		causing or involving great suffering, fear, or unhappiness; extremely bad or serious.	What a dreadful thought.	The weather was dreadful.	I've made a dreadful mistake.	duplicate
N,?!+8E?Cq	JPCARDS	LEP::EP0937	middle-aged	uuid-placeholder-109	uid-placeholder-109	adjective		 /ˌmɪdl ˈeɪdʒd/		being in the period of life between young adulthood and old age, about 45 to 65.	Well it's middle-aged isn't it, I'm a middle-aged man now.	He's a middle-aged man with a wife and two children.	Many people take up new hobbies in middle-aged life.	duplicate
"A#x;w?aWb]"	JPCARDS	LEP::P-EP536-R	consolidate	uuid-placeholder-1	uid-placeholder-1	verb		 /kənˈsɒlɪdeɪt/		to combine several things, especially ideas or arguments, into a single, more effective whole.	The aim here is to consolidate the bits of wisdom, advice and experience that we got from Olly.	The two companies consolidated to form a single corporation.	She consolidated her position as the team's leader.	duplicate
